item,desc_item,localizacion,categoria,fecha,documento,registro,cp,entradas,salidas,unitario,total,cantidad,cost_center,lote
P003001,Producto Performance 3001,ALM-1,GRUPO-1,2026-03-07,SA-DOC010003001,3001,CP,0.0,9.601,9310.97,-89394.62,-9.601,CC-1,LOT-001
P003002,Producto Performance 3002,ALM-2,GRUPO-2,2026-03-08,EA-DOC010003002,3002,CP,30.618,0.0,6566.74,201060.45,30.618,CC-2,LOT-002
P003003,Producto Performance 3003,ALM-3,GRUPO-3,2026-03-09,EA-DOC010003003,3003,CP,56.889,0.0,7693.85,437695.43,56.889,CC-3,LOT-003
P003004,Producto Performance 3004,ALM-4,GRUPO-4,2026-03-10,SA-DOC010003004,3004,CP,0.0,10.38,5001.93,-51920.03,-10.38,CC-4,LOT-004
P003005,Producto Performance 3005,ALM-5,GRUPO-5,2026-03-11,EA-DOC010003005,3005,CP,48.622,0.0,9314.92,452910.04,48.622,CC-1,LOT-005
P003006,Producto Performance 3006,ALM-1,GRUPO-6,2026-03-12,EA-DOC010003006,3006,CP,57.811,0.0,7524.23,434983.26,57.811,CC-2,LOT-006
P003007,Producto Performance 3007,ALM-2,GRUPO-7,2026-03-13,SA-DOC010003007,3007,CP,0.0,46.407,9683.47,-449380.79,-46.407,CC-3,LOT-007
P003008,Producto Performance 3008,ALM-3,GRUPO-8,2026-03-14,EA-DOC010003008,3008,CP,41.003,0.0,10528.96,431718.95,41.003,CC-4,LOT-008
P003009,Producto Performance 3009,ALM-4,GRUPO-1,2026-03-15,EA-DOC010003009,3009,CP,52.972,0.0,7027.77,372275.03,52.972,CC-1,LOT-009
P003010,Producto Performance 3010,ALM-5,GRUPO-2,2026-03-16,SA-DOC010003010,3010,CP,0.0,36.784,7210.83,-265243.17,-36.784,CC-2,LOT-010
P003011,Producto Performance 3011,ALM-1,GRUPO-3,2026-03-17,EA-DOC010003011,3011,CP,44.633,0.0,2950.09,131671.37,44.633,CC-3,LOT-011
P003012,Producto Performance 3012,ALM-2,GRUPO-4,2026-03-18,EA-DOC010003012,3012,CP,39.307,0.0,4280.06,168236.32,39.307,CC-4,LOT-012
P003013,Producto Performance 3013,ALM-3,GRUPO-5,2026-03-19,SA-DOC010003013,3013,CP,0.0,27.101,13151.59,-356421.24,-27.101,CC-1,LOT-013
P003014,Producto Performance 3014,ALM-4,GRUPO-6,2026-03-20,EA-DOC010003014,3014,CP,9.369,0.0,14221.32,133239.55,9.369,CC-2,LOT-014
P003015,Producto Performance 3015,ALM-5,GRUPO-7,2026-03-21,EA-DOC010003015,3015,CP,2.407,0.0,4349.21,10468.55,2.407,CC-3,LOT-015
P003016,Producto Performance 3016,ALM-1,GRUPO-8,2026-03-22,SA-DOC010003016,3016,CP,0.0,47.549,4105.83,-195228.11,-47.549,CC-4,LOT-016
P003017,Producto Performance 3017,ALM-2,GRUPO-1,2026-03-23,EA-DOC010003017,3017,CP,35.314,0.0,4707.55,166242.42,35.314,CC-1,LOT-017
P003018,Producto Performance 3018,ALM-3,GRUPO-2,2026-03-24,EA-DOC010003018,3018,CP,51.813,0.0,9783.37,506905.75,51.813,CC-2,LOT-018
P003019,Producto Performance 3019,ALM-4,GRUPO-3,2026-03-25,SA-DOC010003019,3019,CP,0.0,11.745,14074.28,-165302.42,-11.745,CC-3,LOT-019
P003020,Producto Performance 3020,ALM-5,GRUPO-4,2026-03-26,EA-DOC010003020,3020,CP,44.914,0.0,11298.08,507441.97,44.914,CC-4,LOT-020
P003021,Producto Performance 3021,ALM-1,GRUPO-5,2026-03-27,EA-DOC010003021,3021,CP,45.206,0.0,7038.24,318170.68,45.206,CC-1,LOT-001
P003022,Producto Performance 3022,ALM-2,GRUPO-6,2026-03-28,SA-DOC010003022,3022,CP,0.0,24.32,12763.5,-310408.32,-24.32,CC-2,LOT-002
P003023,Producto Performance 3023,ALM-3,GRUPO-7,2026-03-29,EA-DOC010003023,3023,CP,55.591,0.0,8558.94,475800.03,55.591,CC-3,LOT-003
P003024,Producto Performance 3024,ALM-4,GRUPO-8,2026-03-30,EA-DOC010003024,3024,CP,4.581,0.0,4680.36,21440.73,4.581,CC-4,LOT-004
P003025,Producto Performance 3025,ALM-5,GRUPO-1,2026-03-03,SA-DOC010003025,3025,CP,0.0,54.453,9632.97,-524544.12,-54.453,CC-1,LOT-005
P003026,Producto Performance 3026,ALM-1,GRUPO-2,2026-03-04,EA-DOC010003026,3026,CP,52.377,0.0,3150.33,165004.83,52.377,CC-2,LOT-006
P003027,Producto Performance 3027,ALM-2,GRUPO-3,2026-03-05,EA-DOC010003027,3027,CP,35.253,0.0,6146.37,216677.98,35.253,CC-3,LOT-007
P003028,Producto Performance 3028,ALM-3,GRUPO-4,2026-03-06,SA-DOC010003028,3028,CP,0.0,30.946,9721.76,-300849.58,-30.946,CC-4,LOT-008
P003029,Producto Performance 3029,ALM-4,GRUPO-5,2026-03-07,EA-DOC010003029,3029,CP,33.99,0.0,12323.01,418859.11,33.99,CC-1,LOT-009
P003030,Producto Performance 3030,ALM-5,GRUPO-6,2026-03-08,EA-DOC010003030,3030,CP,59.612,0.0,7559.24,450621.41,59.612,CC-2,LOT-010
P003031,Producto Performance 3031,ALM-1,GRUPO-7,2026-03-09,SA-DOC010003031,3031,CP,0.0,23.228,14004.97,-325307.44,-23.228,CC-3,LOT-011
P003032,Producto Performance 3032,ALM-2,GRUPO-8,2026-03-10,EA-DOC010003032,3032,CP,24.2,0.0,11301.11,273486.86,24.2,CC-4,LOT-012
P003033,Producto Performance 3033,ALM-3,GRUPO-1,2026-03-11,EA-DOC010003033,3033,CP,18.809,0.0,8063.01,151657.16,18.809,CC-1,LOT-013
P003034,Producto Performance 3034,ALM-4,GRUPO-2,2026-03-12,SA-DOC010003034,3034,CP,0.0,9.529,10681.9,-101787.83,-9.529,CC-2,LOT-014
P003035,Producto Performance 3035,ALM-5,GRUPO-3,2026-03-13,EA-DOC010003035,3035,CP,41.903,0.0,11832.77,495828.56,41.903,CC-3,LOT-015
P003036,Producto Performance 3036,ALM-1,GRUPO-4,2026-03-14,EA-DOC010003036,3036,CP,0.622,0.0,9562.62,5947.95,0.622,CC-4,LOT-016
P003037,Producto Performance 3037,ALM-2,GRUPO-5,2026-03-15,SA-DOC010003037,3037,CP,0.0,19.176,11753.32,-225381.66,-19.176,CC-1,LOT-017
P003038,Producto Performance 3038,ALM-3,GRUPO-6,2026-03-16,EA-DOC010003038,3038,CP,17.653,0.0,8600.18,151818.98,17.653,CC-2,LOT-018
P003039,Producto Performance 3039,ALM-4,GRUPO-7,2026-03-17,EA-DOC010003039,3039,CP,20.305,0.0,6189.01,125667.85,20.305,CC-3,LOT-019
P003040,Producto Performance 3040,ALM-5,GRUPO-8,2026-03-18,SA-DOC010003040,3040,CP,0.0,16.91,5086.31,-86009.5,-16.91,CC-4,LOT-020
P003041,Producto Performance 3041,ALM-1,GRUPO-1,2026-03-19,EA-DOC010003041,3041,CP,35.36,0.0,7511.84,265618.66,35.36,CC-1,LOT-001
P003042,Producto Performance 3042,ALM-2,GRUPO-2,2026-03-20,EA-DOC010003042,3042,CP,47.79,0.0,7619.86,364153.11,47.79,CC-2,LOT-002
P003043,Producto Performance 3043,ALM-3,GRUPO-3,2026-03-21,SA-DOC010003043,3043,CP,0.0,5.534,2887.73,-15980.7,-5.534,CC-3,LOT-003
P003044,Producto Performance 3044,ALM-4,GRUPO-4,2026-03-22,EA-DOC010003044,3044,CP,58.145,0.0,7353.53,427571.0,58.145,CC-4,LOT-004
P003045,Producto Performance 3045,ALM-5,GRUPO-5,2026-03-23,EA-DOC010003045,3045,CP,39.363,0.0,10674.94,420197.66,39.363,CC-1,LOT-005
P003046,Producto Performance 3046,ALM-1,GRUPO-6,2026-03-24,SA-DOC010003046,3046,CP,0.0,9.356,4898.64,-45831.68,-9.356,CC-2,LOT-006
P003047,Producto Performance 3047,ALM-2,GRUPO-7,2026-03-25,EA-DOC010003047,3047,CP,43.776,0.0,8539.88,373841.79,43.776,CC-3,LOT-007
P003048,Producto Performance 3048,ALM-3,GRUPO-8,2026-03-26,EA-DOC010003048,3048,CP,36.438,0.0,9830.93,358219.43,36.438,CC-4,LOT-008
P003049,Producto Performance 3049,ALM-4,GRUPO-1,2026-03-27,SA-DOC010003049,3049,CP,0.0,50.093,9230.2,-462368.41,-50.093,CC-1,LOT-009
P003050,Producto Performance 3050,ALM-5,GRUPO-2,2026-03-28,EA-DOC010003050,3050,CP,45.882,0.0,9525.79,437062.3,45.882,CC-2,LOT-010
P003051,Producto Performance 3051,ALM-1,GRUPO-3,2026-03-29,EA-DOC010003051,3051,CP,57.615,0.0,13716.43,790272.11,57.615,CC-3,LOT-011
P003052,Producto Performance 3052,ALM-2,GRUPO-4,2026-03-30,SA-DOC010003052,3052,CP,0.0,40.623,12382.19,-503001.7,-40.623,CC-4,LOT-012
P003053,Producto Performance 3053,ALM-3,GRUPO-5,2026-03-03,EA-DOC010003053,3053,CP,14.479,0.0,4159.54,60225.98,14.479,CC-1,LOT-013
P003054,Producto Performance 3054,ALM-4,GRUPO-6,2026-03-04,EA-DOC010003054,3054,CP,26.773,0.0,2454.68,65719.15,26.773,CC-2,LOT-014
P003055,Producto Performance 3055,ALM-5,GRUPO-7,2026-03-05,SA-DOC010003055,3055,CP,0.0,51.623,9644.0,-497852.21,-51.623,CC-3,LOT-015
P003056,Producto Performance 3056,ALM-1,GRUPO-8,2026-03-06,EA-DOC010003056,3056,CP,33.587,0.0,2637.76,88594.45,33.587,CC-4,LOT-016
P003057,Producto Performance 3057,ALM-2,GRUPO-1,2026-03-07,EA-DOC010003057,3057,CP,12.924,0.0,5408.29,69896.74,12.924,CC-1,LOT-017
P003058,Producto Performance 3058,ALM-3,GRUPO-2,2026-03-08,SA-DOC010003058,3058,CP,0.0,11.702,3016.43,-35298.26,-11.702,CC-2,LOT-018
P003059,Producto Performance 3059,ALM-4,GRUPO-3,2026-03-09,EA-DOC010003059,3059,CP,46.141,0.0,10641.99,491032.06,46.141,CC-3,LOT-019
P003060,Producto Performance 3060,ALM-5,GRUPO-4,2026-03-10,EA-DOC010003060,3060,CP,43.653,0.0,8241.51,359766.64,43.653,CC-4,LOT-020
P003061,Producto Performance 3061,ALM-1,GRUPO-5,2026-03-11,SA-DOC010003061,3061,CP,0.0,14.062,4081.29,-57391.1,-14.062,CC-1,LOT-001
P003062,Producto Performance 3062,ALM-2,GRUPO-6,2026-03-12,EA-DOC010003062,3062,CP,52.309,0.0,14275.05,746713.59,52.309,CC-2,LOT-002
P003063,Producto Performance 3063,ALM-3,GRUPO-7,2026-03-13,EA-DOC010003063,3063,CP,55.716,0.0,7294.62,406427.05,55.716,CC-3,LOT-003
P003064,Producto Performance 3064,ALM-4,GRUPO-8,2026-03-14,SA-DOC010003064,3064,CP,0.0,1.764,6838.91,-12063.84,-1.764,CC-4,LOT-004
P003065,Producto Performance 3065,ALM-5,GRUPO-1,2026-03-15,EA-DOC010003065,3065,CP,12.084,0.0,10393.91,125600.01,12.084,CC-1,LOT-005
P003066,Producto Performance 3066,ALM-1,GRUPO-2,2026-03-16,EA-DOC010003066,3066,CP,7.059,0.0,3233.49,22825.21,7.059,CC-2,LOT-006
P003067,Producto Performance 3067,ALM-2,GRUPO-3,2026-03-17,SA-DOC010003067,3067,CP,0.0,32.378,14212.28,-460165.2,-32.378,CC-3,LOT-007
P003068,Producto Performance 3068,ALM-3,GRUPO-4,2026-03-18,EA-DOC010003068,3068,CP,43.708,0.0,7449.92,325621.1,43.708,CC-4,LOT-008
P003069,Producto Performance 3069,ALM-4,GRUPO-5,2026-03-19,EA-DOC010003069,3069,CP,29.438,0.0,2027.98,59699.68,29.438,CC-1,LOT-009
P003070,Producto Performance 3070,ALM-5,GRUPO-6,2026-03-20,SA-DOC010003070,3070,CP,0.0,44.708,3209.95,-143510.44,-44.708,CC-2,LOT-010
P003071,Producto Performance 3071,ALM-1,GRUPO-7,2026-03-21,EA-DOC010003071,3071,CP,46.99,0.0,9831.33,461974.2,46.99,CC-3,LOT-011
P003072,Producto Performance 3072,ALM-2,GRUPO-8,2026-03-22,EA-DOC010003072,3072,CP,53.453,0.0,10456.82,558948.4,53.453,CC-4,LOT-012
P003073,Producto Performance 3073,ALM-3,GRUPO-1,2026-03-23,SA-DOC010003073,3073,CP,0.0,27.129,9722.29,-263756.01,-27.129,CC-1,LOT-013
P003074,Producto Performance 3074,ALM-4,GRUPO-2,2026-03-24,EA-DOC010003074,3074,CP,3.2,0.0,2128.21,6810.27,3.2,CC-2,LOT-014
P003075,Producto Performance 3075,ALM-5,GRUPO-3,2026-03-25,EA-DOC010003075,3075,CP,23.399,0.0,9982.19,233573.26,23.399,CC-3,LOT-015
P003076,Producto Performance 3076,ALM-1,GRUPO-4,2026-03-26,SA-DOC010003076,3076,CP,0.0,8.528,2204.81,-18802.62,-8.528,CC-4,LOT-016
P003077,Producto Performance 3077,ALM-2,GRUPO-5,2026-03-27,EA-DOC010003077,3077,CP,15.727,0.0,6496.08,102163.85,15.727,CC-1,LOT-017
P003078,Producto Performance 3078,ALM-3,GRUPO-6,2026-03-28,EA-DOC010003078,3078,CP,4.251,0.0,8701.69,36990.88,4.251,CC-2,LOT-018
P003079,Producto Performance 3079,ALM-4,GRUPO-7,2026-03-29,SA-DOC010003079,3079,CP,0.0,54.517,13846.55,-754872.37,-54.517,CC-3,LOT-019
P003080,Producto Performance 3080,ALM-5,GRUPO-8,2026-03-30,EA-DOC010003080,3080,CP,44.219,0.0,4096.65,181149.77,44.219,CC-4,LOT-020
P003081,Producto Performance 3081,ALM-1,GRUPO-1,2026-03-03,EA-DOC010003081,3081,CP,20.309,0.0,9366.55,190225.26,20.309,CC-1,LOT-001
P003082,Producto Performance 3082,ALM-2,GRUPO-2,2026-03-04,SA-DOC010003082,3082,CP,0.0,59.974,14140.12,-848039.56,-59.974,CC-2,LOT-002
P003083,Producto Performance 3083,ALM-3,GRUPO-3,2026-03-05,EA-DOC010003083,3083,CP,35.298,0.0,14037.09,495481.2,35.298,CC-3,LOT-003
P003084,Producto Performance 3084,ALM-4,GRUPO-4,2026-03-06,EA-DOC010003084,3084,CP,5.977,0.0,11423.99,68281.19,5.977,CC-4,LOT-004
P003085,Producto Performance 3085,ALM-5,GRUPO-5,2026-03-07,SA-DOC010003085,3085,CP,0.0,42.361,4180.05,-177071.1,-42.361,CC-1,LOT-005
P003086,Producto Performance 3086,ALM-1,GRUPO-6,2026-03-08,EA-DOC010003086,3086,CP,4.96,0.0,14145.23,70160.34,4.96,CC-2,LOT-006
P003087,Producto Performance 3087,ALM-2,GRUPO-7,2026-03-09,EA-DOC010003087,3087,CP,13.799,0.0,13518.7,186544.54,13.799,CC-3,LOT-007
P003088,Producto Performance 3088,ALM-3,GRUPO-8,2026-03-10,SA-DOC010003088,3088,CP,0.0,57.475,5482.01,-315078.52,-57.475,CC-4,LOT-008
P003089,Producto Performance 3089,ALM-4,GRUPO-1,2026-03-11,EA-DOC010003089,3089,CP,14.181,0.0,13966.05,198052.56,14.181,CC-1,LOT-009
P003090,Producto Performance 3090,ALM-5,GRUPO-2,2026-03-12,EA-DOC010003090,3090,CP,11.346,0.0,4241.53,48124.4,11.346,CC-2,LOT-010
P003091,Producto Performance 3091,ALM-1,GRUPO-3,2026-03-13,SA-DOC010003091,3091,CP,0.0,43.609,11057.32,-482198.67,-43.609,CC-3,LOT-011
P003092,Producto Performance 3092,ALM-2,GRUPO-4,2026-03-14,EA-DOC010003092,3092,CP,54.943,0.0,13991.39,768728.94,54.943,CC-4,LOT-012
P003093,Producto Performance 3093,ALM-3,GRUPO-5,2026-03-15,EA-DOC010003093,3093,CP,13.769,0.0,14477.33,199338.36,13.769,CC-1,LOT-013
P003094,Producto Performance 3094,ALM-4,GRUPO-6,2026-03-16,SA-DOC010003094,3094,CP,0.0,55.554,9213.28,-511834.56,-55.554,CC-2,LOT-014
P003095,Producto Performance 3095,ALM-5,GRUPO-7,2026-03-17,EA-DOC010003095,3095,CP,57.408,0.0,11734.02,673626.62,57.408,CC-3,LOT-015
P003096,Producto Performance 3096,ALM-1,GRUPO-8,2026-03-18,EA-DOC010003096,3096,CP,33.103,0.0,10243.52,339091.24,33.103,CC-4,LOT-016
P003097,Producto Performance 3097,ALM-2,GRUPO-1,2026-03-19,SA-DOC010003097,3097,CP,0.0,17.469,5826.22,-101778.24,-17.469,CC-1,LOT-017
P003098,Producto Performance 3098,ALM-3,GRUPO-2,2026-03-20,EA-DOC010003098,3098,CP,22.765,0.0,1970.97,44869.13,22.765,CC-2,LOT-018
P003099,Producto Performance 3099,ALM-4,GRUPO-3,2026-03-21,EA-DOC010003099,3099,CP,59.034,0.0,1957.17,115539.57,59.034,CC-3,LOT-019
P003100,Producto Performance 3100,ALM-5,GRUPO-4,2026-03-22,SA-DOC010003100,3100,CP,0.0,45.801,4433.63,-203064.69,-45.801,CC-4,LOT-020
P003101,Producto Performance 3101,ALM-1,GRUPO-5,2026-03-23,EA-DOC010003101,3101,CP,18.065,0.0,11438.26,206632.17,18.065,CC-1,LOT-001
P003102,Producto Performance 3102,ALM-2,GRUPO-6,2026-03-24,EA-DOC010003102,3102,CP,59.321,0.0,9274.98,550201.09,59.321,CC-2,LOT-002
P003103,Producto Performance 3103,ALM-3,GRUPO-7,2026-03-25,SA-DOC010003103,3103,CP,0.0,4.193,11996.27,-50300.36,-4.193,CC-3,LOT-003
P003104,Producto Performance 3104,ALM-4,GRUPO-8,2026-03-26,EA-DOC010003104,3104,CP,1.451,0.0,12690.33,18413.67,1.451,CC-4,LOT-004
P003105,Producto Performance 3105,ALM-5,GRUPO-1,2026-03-27,EA-DOC010003105,3105,CP,16.528,0.0,2595.93,42905.53,16.528,CC-1,LOT-005
P003106,Producto Performance 3106,ALM-1,GRUPO-2,2026-03-28,SA-DOC010003106,3106,CP,0.0,31.861,9532.77,-303723.58,-31.861,CC-2,LOT-006
P003107,Producto Performance 3107,ALM-2,GRUPO-3,2026-03-29,EA-DOC010003107,3107,CP,6.829,0.0,3082.9,21053.12,6.829,CC-3,LOT-007
P003108,Producto Performance 3108,ALM-3,GRUPO-4,2026-03-30,EA-DOC010003108,3108,CP,20.76,0.0,4747.28,98553.53,20.76,CC-4,LOT-008
P003109,Producto Performance 3109,ALM-4,GRUPO-5,2026-03-03,SA-DOC010003109,3109,CP,0.0,9.127,1769.5,-16150.23,-9.127,CC-1,LOT-009
P003110,Producto Performance 3110,ALM-5,GRUPO-6,2026-03-04,EA-DOC010003110,3110,CP,27.367,0.0,7646.62,209265.05,27.367,CC-2,LOT-010
P003111,Producto Performance 3111,ALM-1,GRUPO-7,2026-03-05,EA-DOC010003111,3111,CP,6.037,0.0,4794.64,28945.24,6.037,CC-3,LOT-011
P003112,Producto Performance 3112,ALM-2,GRUPO-8,2026-03-06,SA-DOC010003112,3112,CP,0.0,3.018,8607.89,-25978.61,-3.018,CC-4,LOT-012
P003113,Producto Performance 3113,ALM-3,GRUPO-1,2026-03-07,EA-DOC010003113,3113,CP,17.508,0.0,3577.79,62639.95,17.508,CC-1,LOT-013
P003114,Producto Performance 3114,ALM-4,GRUPO-2,2026-03-08,EA-DOC010003114,3114,CP,13.403,0.0,7064.89,94690.72,13.403,CC-2,LOT-014
P003115,Producto Performance 3115,ALM-5,GRUPO-3,2026-03-09,SA-DOC010003115,3115,CP,0.0,31.295,10100.75,-316102.97,-31.295,CC-3,LOT-015
P003116,Producto Performance 3116,ALM-1,GRUPO-4,2026-03-10,EA-DOC010003116,3116,CP,53.686,0.0,6236.35,334804.69,53.686,CC-4,LOT-016
P003117,Producto Performance 3117,ALM-2,GRUPO-5,2026-03-11,EA-DOC010003117,3117,CP,21.786,0.0,12178.64,265323.85,21.786,CC-1,LOT-017
P003118,Producto Performance 3118,ALM-3,GRUPO-6,2026-03-12,SA-DOC010003118,3118,CP,0.0,55.371,13222.39,-732136.96,-55.371,CC-2,LOT-018
P003119,Producto Performance 3119,ALM-4,GRUPO-7,2026-03-13,EA-DOC010003119,3119,CP,24.075,0.0,12520.27,301425.5,24.075,CC-3,LOT-019
P003120,Producto Performance 3120,ALM-5,GRUPO-8,2026-03-14,EA-DOC010003120,3120,CP,33.491,0.0,6082.56,203711.02,33.491,CC-4,LOT-020
P003121,Producto Performance 3121,ALM-1,GRUPO-1,2026-03-15,SA-DOC010003121,3121,CP,0.0,6.952,4315.65,-30002.4,-6.952,CC-1,LOT-001
P003122,Producto Performance 3122,ALM-2,GRUPO-2,2026-03-16,EA-DOC010003122,3122,CP,21.864,0.0,13808.62,301911.67,21.864,CC-2,LOT-002
P003123,Producto Performance 3123,ALM-3,GRUPO-3,2026-03-17,EA-DOC010003123,3123,CP,37.155,0.0,10457.69,388555.47,37.155,CC-3,LOT-003
P003124,Producto Performance 3124,ALM-4,GRUPO-4,2026-03-18,SA-DOC010003124,3124,CP,0.0,14.303,5067.14,-72475.3,-14.303,CC-4,LOT-004
P003125,Producto Performance 3125,ALM-5,GRUPO-5,2026-03-19,EA-DOC010003125,3125,CP,46.791,0.0,13890.08,649930.73,46.791,CC-1,LOT-005
P003126,Producto Performance 3126,ALM-1,GRUPO-6,2026-03-20,EA-DOC010003126,3126,CP,56.424,0.0,4491.25,253414.29,56.424,CC-2,LOT-006
P003127,Producto Performance 3127,ALM-2,GRUPO-7,2026-03-21,SA-DOC010003127,3127,CP,0.0,52.294,7013.37,-366757.17,-52.294,CC-3,LOT-007
P003128,Producto Performance 3128,ALM-3,GRUPO-8,2026-03-22,EA-DOC010003128,3128,CP,16.345,0.0,13748.82,224724.46,16.345,CC-4,LOT-008
P003129,Producto Performance 3129,ALM-4,GRUPO-1,2026-03-23,EA-DOC010003129,3129,CP,28.187,0.0,5324.03,150068.43,28.187,CC-1,LOT-009
P003130,Producto Performance 3130,ALM-5,GRUPO-2,2026-03-24,SA-DOC010003130,3130,CP,0.0,15.745,9278.68,-146092.82,-15.745,CC-2,LOT-010
P003131,Producto Performance 3131,ALM-1,GRUPO-3,2026-03-25,EA-DOC010003131,3131,CP,48.232,0.0,9630.42,464494.42,48.232,CC-3,LOT-011
P003132,Producto Performance 3132,ALM-2,GRUPO-4,2026-03-26,EA-DOC010003132,3132,CP,53.049,0.0,7363.56,390629.49,53.049,CC-4,LOT-012
P003133,Producto Performance 3133,ALM-3,GRUPO-5,2026-03-27,SA-DOC010003133,3133,CP,0.0,16.76,8829.5,-147982.42,-16.76,CC-1,LOT-013
P003134,Producto Performance 3134,ALM-4,GRUPO-6,2026-03-28,EA-DOC010003134,3134,CP,11.052,0.0,8796.29,97216.6,11.052,CC-2,LOT-014
P003135,Producto Performance 3135,ALM-5,GRUPO-7,2026-03-29,EA-DOC010003135,3135,CP,22.788,0.0,12739.73,290312.97,22.788,CC-3,LOT-015
P003136,Producto Performance 3136,ALM-1,GRUPO-8,2026-03-30,SA-DOC010003136,3136,CP,0.0,34.038,10299.89,-350587.66,-34.038,CC-4,LOT-016
P003137,Producto Performance 3137,ALM-2,GRUPO-1,2026-03-03,EA-DOC010003137,3137,CP,34.677,0.0,11292.65,391595.22,34.677,CC-1,LOT-017
P003138,Producto Performance 3138,ALM-3,GRUPO-2,2026-03-04,EA-DOC010003138,3138,CP,49.065,0.0,13909.11,682450.48,49.065,CC-2,LOT-018
P003139,Producto Performance 3139,ALM-4,GRUPO-3,2026-03-05,SA-DOC010003139,3139,CP,0.0,37.441,9075.99,-339814.14,-37.441,CC-3,LOT-019
P003140,Producto Performance 3140,ALM-5,GRUPO-4,2026-03-06,EA-DOC010003140,3140,CP,27.076,0.0,9726.89,263365.27,27.076,CC-4,LOT-020
P003141,Producto Performance 3141,ALM-1,GRUPO-5,2026-03-07,EA-DOC010003141,3141,CP,31.126,0.0,5283.08,164441.15,31.126,CC-1,LOT-001
P003142,Producto Performance 3142,ALM-2,GRUPO-6,2026-03-08,SA-DOC010003142,3142,CP,0.0,7.464,3181.59,-23747.39,-7.464,CC-2,LOT-002
P003143,Producto Performance 3143,ALM-3,GRUPO-7,2026-03-09,EA-DOC010003143,3143,CP,5.204,0.0,4694.01,24427.63,5.204,CC-3,LOT-003
P003144,Producto Performance 3144,ALM-4,GRUPO-8,2026-03-10,EA-DOC010003144,3144,CP,0.823,0.0,11242.39,9252.49,0.823,CC-4,LOT-004
P003145,Producto Performance 3145,ALM-5,GRUPO-1,2026-03-11,SA-DOC010003145,3145,CP,0.0,6.998,2293.41,-16049.28,-6.998,CC-1,LOT-005
P003146,Producto Performance 3146,ALM-1,GRUPO-2,2026-03-12,EA-DOC010003146,3146,CP,41.932,0.0,3750.9,157282.74,41.932,CC-2,LOT-006
P003147,Producto Performance 3147,ALM-2,GRUPO-3,2026-03-13,EA-DOC010003147,3147,CP,15.132,0.0,14818.39,224231.88,15.132,CC-3,LOT-007
P003148,Producto Performance 3148,ALM-3,GRUPO-4,2026-03-14,SA-DOC010003148,3148,CP,0.0,15.947,3552.98,-56659.37,-15.947,CC-4,LOT-008
P003149,Producto Performance 3149,ALM-4,GRUPO-5,2026-03-15,EA-DOC010003149,3149,CP,10.821,0.0,7295.86,78948.5,10.821,CC-1,LOT-009
P003150,Producto Performance 3150,ALM-5,GRUPO-6,2026-03-16,EA-DOC010003150,3150,CP,2.754,0.0,6142.39,16916.14,2.754,CC-2,LOT-010
P003151,Producto Performance 3151,ALM-1,GRUPO-7,2026-03-17,SA-DOC010003151,3151,CP,0.0,16.851,4264.53,-71861.6,-16.851,CC-3,LOT-011
P003152,Producto Performance 3152,ALM-2,GRUPO-8,2026-03-18,EA-DOC010003152,3152,CP,56.638,0.0,3977.52,225278.78,56.638,CC-4,LOT-012
P003153,Producto Performance 3153,ALM-3,GRUPO-1,2026-03-19,EA-DOC010003153,3153,CP,11.847,0.0,5490.81,65049.63,11.847,CC-1,LOT-013
P003154,Producto Performance 3154,ALM-4,GRUPO-2,2026-03-20,SA-DOC010003154,3154,CP,0.0,57.761,5172.1,-298745.67,-57.761,CC-2,LOT-014
P003155,Producto Performance 3155,ALM-5,GRUPO-3,2026-03-21,EA-DOC010003155,3155,CP,5.224,0.0,12321.12,64365.53,5.224,CC-3,LOT-015
P003156,Producto Performance 3156,ALM-1,GRUPO-4,2026-03-22,EA-DOC010003156,3156,CP,2.263,0.0,8861.17,20052.83,2.263,CC-4,LOT-016
P003157,Producto Performance 3157,ALM-2,GRUPO-5,2026-03-23,SA-DOC010003157,3157,CP,0.0,35.227,7776.59,-273945.94,-35.227,CC-1,LOT-017
P003158,Producto Performance 3158,ALM-3,GRUPO-6,2026-03-24,EA-DOC010003158,3158,CP,58.473,0.0,9699.64,567167.05,58.473,CC-2,LOT-018
P003159,Producto Performance 3159,ALM-4,GRUPO-7,2026-03-25,EA-DOC010003159,3159,CP,16.287,0.0,7807.6,127162.38,16.287,CC-3,LOT-019
P003160,Producto Performance 3160,ALM-5,GRUPO-8,2026-03-26,SA-DOC010003160,3160,CP,0.0,2.001,7187.47,-14382.13,-2.001,CC-4,LOT-020
P003161,Producto Performance 3161,ALM-1,GRUPO-1,2026-03-27,EA-DOC010003161,3161,CP,2.073,0.0,11031.08,22867.43,2.073,CC-1,LOT-001
P003162,Producto Performance 3162,ALM-2,GRUPO-2,2026-03-28,EA-DOC010003162,3162,CP,37.693,0.0,9198.34,346713.03,37.693,CC-2,LOT-002
P003163,Producto Performance 3163,ALM-3,GRUPO-3,2026-03-29,SA-DOC010003163,3163,CP,0.0,40.024,8639.7,-345795.35,-40.024,CC-3,LOT-003
P003164,Producto Performance 3164,ALM-4,GRUPO-4,2026-03-30,EA-DOC010003164,3164,CP,51.132,0.0,3172.04,162192.75,51.132,CC-4,LOT-004
