item,desc_item,localizacion,categoria,fecha,documento,registro,cp,entradas,salidas,unitario,total,cantidad,cost_center,lote
P003430,Producto Performance 3430,ALM-5,GRUPO-6,2026-03-15,SA-DOC000003430,3430,CP,0.0,4.354,14096.4,-61375.73,-4.354,CC-2,LOT-010
P003431,Producto Performance 3431,ALM-1,GRUPO-7,2026-03-16,EA-DOC000003431,3431,CP,58.076,0.0,13687.63,794922.8,58.076,CC-3,LOT-011
P003432,Producto Performance 3432,ALM-2,GRUPO-8,2026-03-17,EA-DOC000003432,3432,CP,58.553,0.0,12161.11,712069.47,58.553,CC-4,LOT-012
P003433,Producto Performance 3433,ALM-3,GRUPO-1,2026-03-18,SA-DOC000003433,3433,CP,0.0,1.118,9404.28,-10513.99,-1.118,CC-1,LOT-013
P003434,Producto Performance 3434,ALM-4,GRUPO-2,2026-03-19,EA-DOC000003434,3434,CP,0.317,0.0,7050.62,2235.05,0.317,CC-2,LOT-014
P003435,Producto Performance 3435,ALM-5,GRUPO-3,2026-03-20,EA-DOC000003435,3435,CP,44.741,0.0,9261.26,414358.03,44.741,CC-3,LOT-015
P003436,Producto Performance 3436,ALM-1,GRUPO-4,2026-03-21,SA-DOC000003436,3436,CP,0.0,6.183,12635.77,-78126.97,-6.183,CC-4,LOT-016
P003437,Producto Performance 3437,ALM-2,GRUPO-5,2026-03-22,EA-DOC000003437,3437,CP,22.02,0.0,10642.95,234357.76,22.02,CC-1,LOT-017
P003438,Producto Performance 3438,ALM-3,GRUPO-6,2026-03-23,EA-DOC000003438,3438,CP,53.356,0.0,3659.73,195268.55,53.356,CC-2,LOT-018
P003439,Producto Performance 3439,ALM-4,GRUPO-7,2026-03-24,SA-DOC000003439,3439,CP,0.0,3.922,8839.06,-34666.79,-3.922,CC-3,LOT-019
P003440,Producto Performance 3440,ALM-5,GRUPO-8,2026-03-25,EA-DOC000003440,3440,CP,50.006,0.0,7761.08,388100.57,50.006,CC-4,LOT-020
P003441,Producto Performance 3441,ALM-1,GRUPO-1,2026-03-26,EA-DOC000003441,3441,CP,19.75,0.0,5775.0,114056.25,19.75,CC-1,LOT-001
P003442,Producto Performance 3442,ALM-2,GRUPO-2,2026-03-27,SA-DOC000003442,3442,CP,0.0,6.031,13273.26,-80051.03,-6.031,CC-2,LOT-002
P003443,Producto Performance 3443,ALM-3,GRUPO-3,2026-03-28,EA-DOC000003443,3443,CP,52.958,0.0,11339.65,600525.18,52.958,CC-3,LOT-003
P003444,Producto Performance 3444,ALM-4,GRUPO-4,2026-03-29,EA-DOC000003444,3444,CP,9.503,0.0,2447.03,23254.13,9.503,CC-4,LOT-004
P003445,Producto Performance 3445,ALM-5,GRUPO-5,2026-03-02,SA-DOC000003445,3445,CP,0.0,7.004,11091.98,-77688.23,-7.004,CC-1,LOT-005
P003446,Producto Performance 3446,ALM-1,GRUPO-6,2026-03-03,EA-DOC000003446,3446,CP,48.472,0.0,10635.19,515508.93,48.472,CC-2,LOT-006
P003447,Producto Performance 3447,ALM-2,GRUPO-7,2026-03-04,EA-DOC000003447,3447,CP,53.924,0.0,6032.87,325316.48,53.924,CC-3,LOT-007
P003448,Producto Performance 3448,ALM-3,GRUPO-8,2026-03-05,SA-DOC000003448,3448,CP,0.0,13.414,12690.93,-170236.14,-13.414,CC-4,LOT-008
P003449,Producto Performance 3449,ALM-4,GRUPO-1,2026-03-06,EA-DOC000003449,3449,CP,53.209,0.0,10588.43,563399.77,53.209,CC-1,LOT-009
P003450,Producto Performance 3450,ALM-5,GRUPO-2,2026-03-07,EA-DOC000003450,3450,CP,33.447,0.0,4147.62,138725.45,33.447,CC-2,LOT-010
P003451,Producto Performance 3451,ALM-1,GRUPO-3,2026-03-08,SA-DOC000003451,3451,CP,0.0,53.377,7146.34,-381450.19,-53.377,CC-3,LOT-011
P003452,Producto Performance 3452,ALM-2,GRUPO-4,2026-03-09,EA-DOC000003452,3452,CP,20.597,0.0,4530.76,93320.06,20.597,CC-4,LOT-012
P003453,Producto Performance 3453,ALM-3,GRUPO-5,2026-03-10,EA-DOC000003453,3453,CP,51.883,0.0,8368.18,434166.28,51.883,CC-1,LOT-013
P003454,Producto Performance 3454,ALM-4,GRUPO-6,2026-03-11,SA-DOC000003454,3454,CP,0.0,51.302,12780.51,-655665.72,-51.302,CC-2,LOT-014
P003455,Producto Performance 3455,ALM-5,GRUPO-7,2026-03-12,EA-DOC000003455,3455,CP,5.846,0.0,7303.69,42697.37,5.846,CC-3,LOT-015
P003456,Producto Performance 3456,ALM-1,GRUPO-8,2026-03-13,EA-DOC000003456,3456,CP,49.54,0.0,10012.67,496027.67,49.54,CC-4,LOT-016
P003457,Producto Performance 3457,ALM-2,GRUPO-1,2026-03-14,SA-DOC000003457,3457,CP,0.0,17.127,9478.3,-162334.84,-17.127,CC-1,LOT-017
P003458,Producto Performance 3458,ALM-3,GRUPO-2,2026-03-15,EA-DOC000003458,3458,CP,26.804,0.0,11680.52,313084.66,26.804,CC-2,LOT-018
P003459,Producto Performance 3459,ALM-4,GRUPO-3,2026-03-16,EA-DOC000003459,3459,CP,16.071,0.0,11243.02,180686.57,16.071,CC-3,LOT-019
P003460,Producto Performance 3460,ALM-5,GRUPO-4,2026-03-17,SA-DOC000003460,3460,CP,0.0,43.1,5261.49,-226770.22,-43.1,CC-4,LOT-020
P003461,Producto Performance 3461,ALM-1,GRUPO-5,2026-03-18,EA-DOC000003461,3461,CP,52.428,0.0,13768.85,721873.27,52.428,CC-1,LOT-001
P003462,Producto Performance 3462,ALM-2,GRUPO-6,2026-03-19,EA-DOC000003462,3462,CP,55.594,0.0,2257.82,125521.25,55.594,CC-2,LOT-002
P003463,Producto Performance 3463,ALM-3,GRUPO-7,2026-03-20,SA-DOC000003463,3463,CP,0.0,19.318,7822.68,-151118.53,-19.318,CC-3,LOT-003
P003464,Producto Performance 3464,ALM-4,GRUPO-8,2026-03-21,EA-DOC000003464,3464,CP,28.606,0.0,4385.64,125455.62,28.606,CC-4,LOT-004
P003465,Producto Performance 3465,ALM-5,GRUPO-1,2026-03-22,EA-DOC000003465,3465,CP,24.01,0.0,12841.55,308325.62,24.01,CC-1,LOT-005
P003466,Producto Performance 3466,ALM-1,GRUPO-2,2026-03-23,SA-DOC000003466,3466,CP,0.0,27.443,14721.98,-404015.3,-27.443,CC-2,LOT-006
P003467,Producto Performance 3467,ALM-2,GRUPO-3,2026-03-24,EA-DOC000003467,3467,CP,39.19,0.0,13888.77,544300.9,39.19,CC-3,LOT-007
P003468,Producto Performance 3468,ALM-3,GRUPO-4,2026-03-25,EA-DOC000003468,3468,CP,48.678,0.0,10681.43,519950.65,48.678,CC-4,LOT-008
P003469,Producto Performance 3469,ALM-4,GRUPO-5,2026-03-26,SA-DOC000003469,3469,CP,0.0,41.016,6044.66,-247927.77,-41.016,CC-1,LOT-009
P003470,Producto Performance 3470,ALM-5,GRUPO-6,2026-03-27,EA-DOC000003470,3470,CP,28.66,0.0,13430.02,384904.37,28.66,CC-2,LOT-010
P003471,Producto Performance 3471,ALM-1,GRUPO-7,2026-03-28,EA-DOC000003471,3471,CP,12.344,0.0,10404.54,128433.64,12.344,CC-3,LOT-011
P003472,Producto Performance 3472,ALM-2,GRUPO-8,2026-03-29,SA-DOC000003472,3472,CP,0.0,22.401,2169.88,-48607.48,-22.401,CC-4,LOT-012
P003473,Producto Performance 3473,ALM-3,GRUPO-1,2026-03-02,EA-DOC000003473,3473,CP,54.88,0.0,9805.47,538124.19,54.88,CC-1,LOT-013
P003474,Producto Performance 3474,ALM-4,GRUPO-2,2026-03-03,EA-DOC000003474,3474,CP,58.543,0.0,6233.57,364931.89,58.543,CC-2,LOT-014
P003475,Producto Performance 3475,ALM-5,GRUPO-3,2026-03-04,SA-DOC000003475,3475,CP,0.0,43.5,2543.01,-110620.94,-43.5,CC-3,LOT-015
P003476,Producto Performance 3476,ALM-1,GRUPO-4,2026-03-05,EA-DOC000003476,3476,CP,33.525,0.0,4472.58,149943.24,33.525,CC-4,LOT-016
P003477,Producto Performance 3477,ALM-2,GRUPO-5,2026-03-06,EA-DOC000003477,3477,CP,1.444,0.0,7302.88,10545.36,1.444,CC-1,LOT-017
P003478,Producto Performance 3478,ALM-3,GRUPO-6,2026-03-07,SA-DOC000003478,3478,CP,0.0,56.542,12113.31,-684910.77,-56.542,CC-2,LOT-018
P003479,Producto Performance 3479,ALM-4,GRUPO-7,2026-03-08,EA-DOC000003479,3479,CP,10.287,0.0,4747.62,48838.77,10.287,CC-3,LOT-019
P003480,Producto Performance 3480,ALM-5,GRUPO-8,2026-03-09,EA-DOC000003480,3480,CP,53.22,0.0,9747.49,518761.42,53.22,CC-4,LOT-020
P003481,Producto Performance 3481,ALM-1,GRUPO-1,2026-03-10,SA-DOC000003481,3481,CP,0.0,54.703,8543.17,-467337.03,-54.703,CC-1,LOT-001
P003482,Producto Performance 3482,ALM-2,GRUPO-2,2026-03-11,EA-DOC000003482,3482,CP,41.092,0.0,12569.96,516524.8,41.092,CC-2,LOT-002
P003483,Producto Performance 3483,ALM-3,GRUPO-3,2026-03-12,EA-DOC000003483,3483,CP,55.887,0.0,4089.84,228568.89,55.887,CC-3,LOT-003
P003484,Producto Performance 3484,ALM-4,GRUPO-4,2026-03-13,SA-DOC000003484,3484,CP,0.0,58.792,12957.19,-761779.11,-58.792,CC-4,LOT-004
P003485,Producto Performance 3485,ALM-5,GRUPO-5,2026-03-14,EA-DOC000003485,3485,CP,31.007,0.0,10459.56,324319.58,31.007,CC-1,LOT-005
P003486,Producto Performance 3486,ALM-1,GRUPO-6,2026-03-15,EA-DOC000003486,3486,CP,57.541,0.0,6281.41,361438.61,57.541,CC-2,LOT-006
P003487,Producto Performance 3487,ALM-2,GRUPO-7,2026-03-16,SA-DOC000003487,3487,CP,0.0,0.791,9809.1,-7759.0,-0.791,CC-3,LOT-007
P003488,Producto Performance 3488,ALM-3,GRUPO-8,2026-03-17,EA-DOC000003488,3488,CP,43.282,0.0,11187.77,484229.06,43.282,CC-4,LOT-008
P003489,Producto Performance 3489,ALM-4,GRUPO-1,2026-03-18,EA-DOC000003489,3489,CP,44.777,0.0,4091.4,183200.62,44.777,CC-1,LOT-009
P003490,Producto Performance 3490,ALM-5,GRUPO-2,2026-03-19,SA-DOC000003490,3490,CP,0.0,38.602,11794.03,-455273.15,-38.602,CC-2,LOT-010
P003491,Producto Performance 3491,ALM-1,GRUPO-3,2026-03-20,EA-DOC000003491,3491,CP,10.799,0.0,12561.46,135651.21,10.799,CC-3,LOT-011
P003492,Producto Performance 3492,ALM-2,GRUPO-4,2026-03-21,EA-DOC000003492,3492,CP,49.824,0.0,9786.04,487579.66,49.824,CC-4,LOT-012
P003493,Producto Performance 3493,ALM-3,GRUPO-5,2026-03-22,SA-DOC000003493,3493,CP,0.0,1.243,6839.45,-8501.44,-1.243,CC-1,LOT-013
P003494,Producto Performance 3494,ALM-4,GRUPO-6,2026-03-23,EA-DOC000003494,3494,CP,2.032,0.0,7873.49,15998.93,2.032,CC-2,LOT-014
P003495,Producto Performance 3495,ALM-5,GRUPO-7,2026-03-24,EA-DOC000003495,3495,CP,18.705,0.0,10899.11,203867.85,18.705,CC-3,LOT-015
P003496,Producto Performance 3496,ALM-1,GRUPO-8,2026-03-25,SA-DOC000003496,3496,CP,0.0,40.321,9178.64,-370091.94,-40.321,CC-4,LOT-016
P003497,Producto Performance 3497,ALM-2,GRUPO-1,2026-03-26,EA-DOC000003497,3497,CP,18.435,0.0,12666.77,233511.9,18.435,CC-1,LOT-017
P003498,Producto Performance 3498,ALM-3,GRUPO-2,2026-03-27,EA-DOC000003498,3498,CP,37.881,0.0,13327.96,504876.45,37.881,CC-2,LOT-018
P003499,Producto Performance 3499,ALM-4,GRUPO-3,2026-03-28,SA-DOC000003499,3499,CP,0.0,2.758,2321.28,-6402.09,-2.758,CC-3,LOT-019
P003500,Producto Performance 3500,ALM-5,GRUPO-4,2026-03-29,EA-DOC000003500,3500,CP,28.181,0.0,12492.49,352050.86,28.181,CC-4,LOT-020
P003501,Producto Performance 3501,ALM-1,GRUPO-5,2026-03-02,EA-DOC000003501,3501,CP,22.14,0.0,9629.6,213199.34,22.14,CC-1,LOT-001
P003502,Producto Performance 3502,ALM-2,GRUPO-6,2026-03-03,SA-DOC000003502,3502,CP,0.0,44.416,10180.73,-452187.3,-44.416,CC-2,LOT-002
P003503,Producto Performance 3503,ALM-3,GRUPO-7,2026-03-04,EA-DOC000003503,3503,CP,57.46,0.0,14495.6,832917.18,57.46,CC-3,LOT-003
P003504,Producto Performance 3504,ALM-4,GRUPO-8,2026-03-05,EA-DOC000003504,3504,CP,59.462,0.0,13945.89,829250.51,59.462,CC-4,LOT-004
P003505,Producto Performance 3505,ALM-5,GRUPO-1,2026-03-06,SA-DOC000003505,3505,CP,0.0,55.105,14962.34,-824499.75,-55.105,CC-1,LOT-005
P003506,Producto Performance 3506,ALM-1,GRUPO-2,2026-03-07,EA-DOC000003506,3506,CP,59.921,0.0,14083.92,843922.57,59.921,CC-2,LOT-006
P003507,Producto Performance 3507,ALM-2,GRUPO-3,2026-03-08,EA-DOC000003507,3507,CP,49.702,0.0,14320.49,711756.99,49.702,CC-3,LOT-007
P003508,Producto Performance 3508,ALM-3,GRUPO-4,2026-03-09,SA-DOC000003508,3508,CP,0.0,4.511,4543.36,-20495.1,-4.511,CC-4,LOT-008
P003509,Producto Performance 3509,ALM-4,GRUPO-5,2026-03-10,EA-DOC000003509,3509,CP,54.487,0.0,12302.38,670319.78,54.487,CC-1,LOT-009
P003510,Producto Performance 3510,ALM-5,GRUPO-6,2026-03-11,EA-DOC000003510,3510,CP,57.076,0.0,3908.72,223094.1,57.076,CC-2,LOT-010
P003511,Producto Performance 3511,ALM-1,GRUPO-7,2026-03-12,SA-DOC000003511,3511,CP,0.0,39.347,7162.72,-281831.54,-39.347,CC-3,LOT-011
P003512,Producto Performance 3512,ALM-2,GRUPO-8,2026-03-13,EA-DOC000003512,3512,CP,44.422,0.0,5425.12,240994.68,44.422,CC-4,LOT-012
P003513,Producto Performance 3513,ALM-3,GRUPO-1,2026-03-14,EA-DOC000003513,3513,CP,51.9,0.0,9326.08,484023.55,51.9,CC-1,LOT-013
P003514,Producto Performance 3514,ALM-4,GRUPO-2,2026-03-15,SA-DOC000003514,3514,CP,0.0,15.39,14200.94,-218552.47,-15.39,CC-2,LOT-014
P003515,Producto Performance 3515,ALM-5,GRUPO-3,2026-03-16,EA-DOC000003515,3515,CP,15.604,0.0,2713.73,42345.04,15.604,CC-3,LOT-015
P003516,Producto Performance 3516,ALM-1,GRUPO-4,2026-03-17,EA-DOC000003516,3516,CP,11.471,0.0,12494.02,143318.9,11.471,CC-4,LOT-016
P003517,Producto Performance 3517,ALM-2,GRUPO-5,2026-03-18,SA-DOC000003517,3517,CP,0.0,46.777,13673.08,-639585.66,-46.777,CC-1,LOT-017
P003518,Producto Performance 3518,ALM-3,GRUPO-6,2026-03-19,EA-DOC000003518,3518,CP,2.079,0.0,11595.46,24106.96,2.079,CC-2,LOT-018
P003519,Producto Performance 3519,ALM-4,GRUPO-7,2026-03-20,EA-DOC000003519,3519,CP,33.259,0.0,5657.61,188166.45,33.259,CC-3,LOT-019
P003520,Producto Performance 3520,ALM-5,GRUPO-8,2026-03-21,SA-DOC000003520,3520,CP,0.0,57.191,14902.53,-852290.59,-57.191,CC-4,LOT-020
P003521,Producto Performance 3521,ALM-1,GRUPO-1,2026-03-22,EA-DOC000003521,3521,CP,2.33,0.0,9270.17,21599.5,2.33,CC-1,LOT-001
P003522,Producto Performance 3522,ALM-2,GRUPO-2,2026-03-23,EA-DOC000003522,3522,CP,42.816,0.0,9069.41,388315.86,42.816,CC-2,LOT-002
P003523,Producto Performance 3523,ALM-3,GRUPO-3,2026-03-24,SA-DOC000003523,3523,CP,0.0,58.464,2187.41,-127884.74,-58.464,CC-3,LOT-003
P003524,Producto Performance 3524,ALM-4,GRUPO-4,2026-03-25,EA-DOC000003524,3524,CP,47.269,0.0,7157.43,338324.56,47.269,CC-4,LOT-004
P003525,Producto Performance 3525,ALM-5,GRUPO-5,2026-03-26,EA-DOC000003525,3525,CP,25.168,0.0,4833.93,121660.35,25.168,CC-1,LOT-005
P003526,Producto Performance 3526,ALM-1,GRUPO-6,2026-03-27,SA-DOC000003526,3526,CP,0.0,59.244,5483.73,-324878.1,-59.244,CC-2,LOT-006
P003527,Producto Performance 3527,ALM-2,GRUPO-7,2026-03-28,EA-DOC000003527,3527,CP,25.007,0.0,11815.45,295468.96,25.007,CC-3,LOT-007
P003528,Producto Performance 3528,ALM-3,GRUPO-8,2026-03-29,EA-DOC000003528,3528,CP,42.311,0.0,10092.69,427031.81,42.311,CC-4,LOT-008
P003529,Producto Performance 3529,ALM-4,GRUPO-1,2026-03-02,SA-DOC000003529,3529,CP,0.0,4.185,10973.25,-45923.05,-4.185,CC-1,LOT-009
P003530,Producto Performance 3530,ALM-5,GRUPO-2,2026-03-03,EA-DOC000003530,3530,CP,44.281,0.0,11362.98,503164.12,44.281,CC-2,LOT-010
P003531,Producto Performance 3531,ALM-1,GRUPO-3,2026-03-04,EA-DOC000003531,3531,CP,26.72,0.0,12752.51,340747.07,26.72,CC-3,LOT-011
P003532,Producto Performance 3532,ALM-2,GRUPO-4,2026-03-05,SA-DOC000003532,3532,CP,0.0,54.908,4919.97,-270145.71,-54.908,CC-4,LOT-012
P003533,Producto Performance 3533,ALM-3,GRUPO-5,2026-03-06,EA-DOC000003533,3533,CP,30.579,0.0,2012.02,61525.56,30.579,CC-1,LOT-013
P003534,Producto Performance 3534,ALM-4,GRUPO-6,2026-03-07,EA-DOC000003534,3534,CP,53.612,0.0,5618.23,301204.55,53.612,CC-2,LOT-014
P003535,Producto Performance 3535,ALM-5,GRUPO-7,2026-03-08,SA-DOC000003535,3535,CP,0.0,2.823,12964.51,-36598.81,-2.823,CC-3,LOT-015
P003536,Producto Performance 3536,ALM-1,GRUPO-8,2026-03-09,EA-DOC000003536,3536,CP,38.267,0.0,7886.94,301809.53,38.267,CC-4,LOT-016
P003537,Producto Performance 3537,ALM-2,GRUPO-1,2026-03-10,EA-DOC000003537,3537,CP,9.256,0.0,7847.39,72635.44,9.256,CC-1,LOT-017
P003538,Producto Performance 3538,ALM-3,GRUPO-2,2026-03-11,SA-DOC000003538,3538,CP,0.0,10.1,7202.83,-72748.58,-10.1,CC-2,LOT-018
P003539,Producto Performance 3539,ALM-4,GRUPO-3,2026-03-12,EA-DOC000003539,3539,CP,38.835,0.0,11366.46,441416.47,38.835,CC-3,LOT-019
P003540,Producto Performance 3540,ALM-5,GRUPO-4,2026-03-13,EA-DOC000003540,3540,CP,52.082,0.0,3031.17,157869.4,52.082,CC-4,LOT-020
P003541,Producto Performance 3541,ALM-1,GRUPO-5,2026-03-14,SA-DOC000003541,3541,CP,0.0,11.841,14618.12,-173093.16,-11.841,CC-1,LOT-001
P003542,Producto Performance 3542,ALM-2,GRUPO-6,2026-03-15,EA-DOC000003542,3542,CP,7.755,0.0,4654.23,36093.55,7.755,CC-2,LOT-002
P003543,Producto Performance 3543,ALM-3,GRUPO-7,2026-03-16,EA-DOC000003543,3543,CP,12.416,0.0,6264.51,77780.16,12.416,CC-3,LOT-003
P003544,Producto Performance 3544,ALM-4,GRUPO-8,2026-03-17,SA-DOC000003544,3544,CP,0.0,55.524,4445.91,-246854.71,-55.524,CC-4,LOT-004
P003545,Producto Performance 3545,ALM-5,GRUPO-1,2026-03-18,EA-DOC000003545,3545,CP,43.127,0.0,10675.36,460396.25,43.127,CC-1,LOT-005
P003546,Producto Performance 3546,ALM-1,GRUPO-2,2026-03-19,EA-DOC000003546,3546,CP,30.232,0.0,6141.47,185668.92,30.232,CC-2,LOT-006
P003547,Producto Performance 3547,ALM-2,GRUPO-3,2026-03-20,SA-DOC000003547,3547,CP,0.0,42.117,9493.13,-399822.16,-42.117,CC-3,LOT-007
P003548,Producto Performance 3548,ALM-3,GRUPO-4,2026-03-21,EA-DOC000003548,3548,CP,11.539,0.0,3591.31,41440.13,11.539,CC-4,LOT-008
P003549,Producto Performance 3549,ALM-4,GRUPO-5,2026-03-22,EA-DOC000003549,3549,CP,14.331,0.0,13457.42,192858.29,14.331,CC-1,LOT-009
P003550,Producto Performance 3550,ALM-5,GRUPO-6,2026-03-23,SA-DOC000003550,3550,CP,0.0,58.937,11986.59,-706453.65,-58.937,CC-2,LOT-010
P003551,Producto Performance 3551,ALM-1,GRUPO-7,2026-03-24,EA-DOC000003551,3551,CP,12.952,0.0,1658.65,21482.83,12.952,CC-3,LOT-011
P003552,Producto Performance 3552,ALM-2,GRUPO-8,2026-03-25,EA-DOC000003552,3552,CP,18.574,0.0,7580.44,140799.09,18.574,CC-4,LOT-012
P003553,Producto Performance 3553,ALM-3,GRUPO-1,2026-03-26,SA-DOC000003553,3553,CP,0.0,13.622,7116.17,-96936.47,-13.622,CC-1,LOT-013
P003554,Producto Performance 3554,ALM-4,GRUPO-2,2026-03-27,EA-DOC000003554,3554,CP,32.062,0.0,8370.42,268372.41,32.062,CC-2,LOT-014
P003555,Producto Performance 3555,ALM-5,GRUPO-3,2026-03-28,EA-DOC000003555,3555,CP,44.858,0.0,6102.39,273741.01,44.858,CC-3,LOT-015
P003556,Producto Performance 3556,ALM-1,GRUPO-4,2026-03-29,SA-DOC000003556,3556,CP,0.0,2.42,13489.92,-32645.61,-2.42,CC-4,LOT-016
P003557,Producto Performance 3557,ALM-2,GRUPO-5,2026-03-02,EA-DOC000003557,3557,CP,43.092,0.0,11400.93,491288.88,43.092,CC-1,LOT-017
P003558,Producto Performance 3558,ALM-3,GRUPO-6,2026-03-03,EA-DOC000003558,3558,CP,39.324,0.0,3014.38,118537.48,39.324,CC-2,LOT-018
P003559,Producto Performance 3559,ALM-4,GRUPO-7,2026-03-04,SA-DOC000003559,3559,CP,0.0,30.148,11934.24,-359793.47,-30.148,CC-3,LOT-019
P003560,Producto Performance 3560,ALM-5,GRUPO-8,2026-03-05,EA-DOC000003560,3560,CP,16.113,0.0,4887.03,78744.71,16.113,CC-4,LOT-020
P003561,Producto Performance 3561,ALM-1,GRUPO-1,2026-03-06,EA-DOC000003561,3561,CP,54.289,0.0,1798.4,97633.34,54.289,CC-1,LOT-001
P003562,Producto Performance 3562,ALM-2,GRUPO-2,2026-03-07,SA-DOC000003562,3562,CP,0.0,24.876,13409.07,-333564.03,-24.876,CC-2,LOT-002
P003563,Producto Performance 3563,ALM-3,GRUPO-3,2026-03-08,EA-DOC000003563,3563,CP,42.445,0.0,5866.76,249014.63,42.445,CC-3,LOT-003
P003564,Producto Performance 3564,ALM-4,GRUPO-4,2026-03-09,EA-DOC000003564,3564,CP,17.835,0.0,13218.83,235757.83,17.835,CC-4,LOT-004
P003565,Producto Performance 3565,ALM-5,GRUPO-5,2026-03-10,SA-DOC000003565,3565,CP,0.0,10.496,14668.34,-153958.9,-10.496,CC-1,LOT-005
P003566,Producto Performance 3566,ALM-1,GRUPO-6,2026-03-11,EA-DOC000003566,3566,CP,25.591,0.0,5546.39,141937.67,25.591,CC-2,LOT-006
P003567,Producto Performance 3567,ALM-2,GRUPO-7,2026-03-12,EA-DOC000003567,3567,CP,21.317,0.0,9183.4,195762.54,21.317,CC-3,LOT-007
P003568,Producto Performance 3568,ALM-3,GRUPO-8,2026-03-13,SA-DOC000003568,3568,CP,0.0,27.311,5341.99,-145895.09,-27.311,CC-4,LOT-008
P003569,Producto Performance 3569,ALM-4,GRUPO-1,2026-03-14,EA-DOC000003569,3569,CP,24.524,0.0,11560.04,283498.42,24.524,CC-1,LOT-009
P003570,Producto Performance 3570,ALM-5,GRUPO-2,2026-03-15,EA-DOC000003570,3570,CP,26.608,0.0,10700.98,284731.68,26.608,CC-2,LOT-010
P003571,Producto Performance 3571,ALM-1,GRUPO-3,2026-03-16,SA-DOC000003571,3571,CP,0.0,33.459,10640.72,-356027.85,-33.459,CC-3,LOT-011
P003572,Producto Performance 3572,ALM-2,GRUPO-4,2026-03-17,EA-DOC000003572,3572,CP,45.651,0.0,13318.29,607993.26,45.651,CC-4,LOT-012
P003573,Producto Performance 3573,ALM-3,GRUPO-5,2026-03-18,EA-DOC000003573,3573,CP,52.202,0.0,6152.71,321183.77,52.202,CC-1,LOT-013
P003574,Producto Performance 3574,ALM-4,GRUPO-6,2026-03-19,SA-DOC000003574,3574,CP,0.0,17.639,3752.71,-66194.05,-17.639,CC-2,LOT-014
P003575,Producto Performance 3575,ALM-5,GRUPO-7,2026-03-20,EA-DOC000003575,3575,CP,17.096,0.0,6175.39,105574.47,17.096,CC-3,LOT-015
P003576,Producto Performance 3576,ALM-1,GRUPO-8,2026-03-21,EA-DOC000003576,3576,CP,19.578,0.0,3406.05,66683.65,19.578,CC-4,LOT-016
P003577,Producto Performance 3577,ALM-2,GRUPO-1,2026-03-22,SA-DOC000003577,3577,CP,0.0,11.899,10231.29,-121742.12,-11.899,CC-1,LOT-017
P003578,Producto Performance 3578,ALM-3,GRUPO-2,2026-03-23,EA-DOC000003578,3578,CP,55.648,0.0,3171.59,176492.64,55.648,CC-2,LOT-018
P003579,Producto Performance 3579,ALM-4,GRUPO-3,2026-03-24,EA-DOC000003579,3579,CP,57.634,0.0,7381.79,425442.08,57.634,CC-3,LOT-019
P003580,Producto Performance 3580,ALM-5,GRUPO-4,2026-03-25,SA-DOC000003580,3580,CP,0.0,7.5,8995.24,-67464.3,-7.5,CC-4,LOT-020
P003581,Producto Performance 3581,ALM-1,GRUPO-5,2026-03-26,EA-DOC000003581,3581,CP,52.049,0.0,8548.43,444937.23,52.049,CC-1,LOT-001
P003582,Producto Performance 3582,ALM-2,GRUPO-6,2026-03-27,EA-DOC000003582,3582,CP,18.239,0.0,7758.41,141505.64,18.239,CC-2,LOT-002
P003583,Producto Performance 3583,ALM-3,GRUPO-7,2026-03-28,SA-DOC000003583,3583,CP,0.0,7.017,8200.79,-57544.94,-7.017,CC-3,LOT-003
P003584,Producto Performance 3584,ALM-4,GRUPO-8,2026-03-29,EA-DOC000003584,3584,CP,30.976,0.0,7599.55,235403.66,30.976,CC-4,LOT-004
P003585,Producto Performance 3585,ALM-5,GRUPO-1,2026-03-02,EA-DOC000003585,3585,CP,23.764,0.0,10687.95,253988.44,23.764,CC-1,LOT-005
P003586,Producto Performance 3586,ALM-1,GRUPO-2,2026-03-03,SA-DOC000003586,3586,CP,0.0,53.269,4819.85,-256748.59,-53.269,CC-2,LOT-006
P003587,Producto Performance 3587,ALM-2,GRUPO-3,2026-03-04,EA-DOC000003587,3587,CP,21.055,0.0,12056.04,253839.92,21.055,CC-3,LOT-007
P003588,Producto Performance 3588,ALM-3,GRUPO-4,2026-03-05,EA-DOC000003588,3588,CP,13.93,0.0,1968.81,27425.52,13.93,CC-4,LOT-008
P003589,Producto Performance 3589,ALM-4,GRUPO-5,2026-03-06,SA-DOC000003589,3589,CP,0.0,12.54,5496.06,-68920.59,-12.54,CC-1,LOT-009
P003590,Producto Performance 3590,ALM-5,GRUPO-6,2026-03-07,EA-DOC000003590,3590,CP,41.301,0.0,9581.53,395726.77,41.301,CC-2,LOT-010
P003591,Producto Performance 3591,ALM-1,GRUPO-7,2026-03-08,EA-DOC000003591,3591,CP,17.026,0.0,6942.23,118198.41,17.026,CC-3,LOT-011
P003592,Producto Performance 3592,ALM-2,GRUPO-8,2026-03-09,SA-DOC000003592,3592,CP,0.0,17.88,12361.9,-221030.77,-17.88,CC-4,LOT-012
P003593,Producto Performance 3593,ALM-3,GRUPO-1,2026-03-10,EA-DOC000003593,3593,CP,32.164,0.0,5914.32,190228.19,32.164,CC-1,LOT-013
