item,desc_item,localizacion,categoria,fecha,documento,registro,cp,entradas,salidas,unitario,total,cantidad,cost_center,lote
P000964,Producto Performance 964,ALM-4,GRUPO-4,2026-02-15,SA-DOC020000964,964,CP,0.0,27.282,11990.7,-327130.28,-27.282,CC-4,LOT-004
P000965,Producto Performance 965,ALM-5,GRUPO-5,2026-02-16,EA-DOC020000965,965,CP,52.749,0.0,14846.22,783123.26,52.749,CC-1,LOT-005
P000966,Producto Performance 966,ALM-1,GRUPO-6,2026-02-17,EA-DOC020000966,966,CP,25.231,0.0,14560.97,367387.83,25.231,CC-2,LOT-006
P000967,Producto Performance 967,ALM-2,GRUPO-7,2026-02-18,SA-DOC020000967,967,CP,0.0,26.366,12648.62,-333493.51,-26.366,CC-3,LOT-007
P000968,Producto Performance 968,ALM-3,GRUPO-8,2026-02-19,EA-DOC020000968,968,CP,36.394,0.0,6200.41,225657.72,36.394,CC-4,LOT-008
P000969,Producto Performance 969,ALM-4,GRUPO-1,2026-02-20,EA-DOC020000969,969,CP,32.915,0.0,8617.9,283658.18,32.915,CC-1,LOT-009
P000970,Producto Performance 970,ALM-5,GRUPO-2,2026-02-21,SA-DOC020000970,970,CP,0.0,30.577,13292.39,-406441.41,-30.577,CC-2,LOT-010
P000971,Producto Performance 971,ALM-1,GRUPO-3,2026-02-22,EA-DOC020000971,971,CP,12.507,0.0,2906.54,36352.1,12.507,CC-3,LOT-011
P000972,Producto Performance 972,ALM-2,GRUPO-4,2026-02-23,EA-DOC020000972,972,CP,2.462,0.0,8642.15,21276.97,2.462,CC-4,LOT-012
P000973,Producto Performance 973,ALM-3,GRUPO-5,2026-02-24,SA-DOC020000973,973,CP,0.0,11.308,10897.07,-123224.07,-11.308,CC-1,LOT-013
P000974,Producto Performance 974,ALM-4,GRUPO-6,2026-02-25,EA-DOC020000974,974,CP,2.658,0.0,6296.02,16734.82,2.658,CC-2,LOT-014
P000975,Producto Performance 975,ALM-5,GRUPO-7,2026-02-26,EA-DOC020000975,975,CP,57.282,0.0,8311.06,476074.14,57.282,CC-3,LOT-015
P000976,Producto Performance 976,ALM-1,GRUPO-8,2026-02-27,SA-DOC020000976,976,CP,0.0,55.112,14868.85,-819452.06,-55.112,CC-4,LOT-016
P000977,Producto Performance 977,ALM-2,GRUPO-1,2026-02-28,EA-DOC020000977,977,CP,48.664,0.0,9687.18,471416.93,48.664,CC-1,LOT-017
P000978,Producto Performance 978,ALM-3,GRUPO-2,2026-03-01,EA-DOC020000978,978,CP,12.451,0.0,9478.28,118014.06,12.451,CC-2,LOT-018
P000979,Producto Performance 979,ALM-4,GRUPO-3,2026-03-02,SA-DOC020000979,979,CP,0.0,49.073,3025.66,-148478.21,-49.073,CC-3,LOT-019
P000980,Producto Performance 980,ALM-5,GRUPO-4,2026-03-03,EA-DOC020000980,980,CP,36.628,0.0,10370.77,379860.56,36.628,CC-4,LOT-020
P000981,Producto Performance 981,ALM-1,GRUPO-5,2026-02-04,EA-DOC020000981,981,CP,36.465,0.0,6446.46,235070.16,36.465,CC-1,LOT-001
P000982,Producto Performance 982,ALM-2,GRUPO-6,2026-02-05,SA-DOC020000982,982,CP,0.0,42.167,11116.28,-468740.18,-42.167,CC-2,LOT-002
P000983,Producto Performance 983,ALM-3,GRUPO-7,2026-02-06,EA-DOC020000983,983,CP,48.972,0.0,3088.18,151234.35,48.972,CC-3,LOT-003
P000984,Producto Performance 984,ALM-4,GRUPO-8,2026-02-07,EA-DOC020000984,984,CP,34.198,0.0,11641.34,398110.55,34.198,CC-4,LOT-004
P000985,Producto Performance 985,ALM-5,GRUPO-1,2026-02-08,SA-DOC020000985,985,CP,0.0,13.3,13383.69,-178003.08,-13.3,CC-1,LOT-005
P000986,Producto Performance 986,ALM-1,GRUPO-2,2026-02-09,EA-DOC020000986,986,CP,15.604,0.0,13265.81,206999.7,15.604,CC-2,LOT-006
P000987,Producto Performance 987,ALM-2,GRUPO-3,2026-02-10,EA-DOC020000987,987,CP,1.069,0.0,8549.1,9138.99,1.069,CC-3,LOT-007
P000988,Producto Performance 988,ALM-3,GRUPO-4,2026-02-11,SA-DOC020000988,988,CP,0.0,29.26,14954.22,-437560.48,-29.26,CC-4,LOT-008
P000989,Producto Performance 989,ALM-4,GRUPO-5,2026-02-12,EA-DOC020000989,989,CP,55.907,0.0,7081.2,395888.65,55.907,CC-1,LOT-009
P000990,Producto Performance 990,ALM-5,GRUPO-6,2026-02-13,EA-DOC020000990,990,CP,46.128,0.0,5511.2,254220.63,46.128,CC-2,LOT-010
P000991,Producto Performance 991,ALM-1,GRUPO-7,2026-02-14,SA-DOC020000991,991,CP,0.0,40.047,12288.38,-492112.75,-40.047,CC-3,LOT-011
P000992,Producto Performance 992,ALM-2,GRUPO-8,2026-02-15,EA-DOC020000992,992,CP,42.328,0.0,6908.59,292426.8,42.328,CC-4,LOT-012
P000993,Producto Performance 993,ALM-3,GRUPO-1,2026-02-16,EA-DOC020000993,993,CP,38.626,0.0,4867.88,188026.73,38.626,CC-1,LOT-013
P000994,Producto Performance 994,ALM-4,GRUPO-2,2026-02-17,SA-DOC020000994,994,CP,0.0,22.188,6772.84,-150275.77,-22.188,CC-2,LOT-014
P000995,Producto Performance 995,ALM-5,GRUPO-3,2026-02-18,EA-DOC020000995,995,CP,19.506,0.0,5957.27,116202.51,19.506,CC-3,LOT-015
P000996,Producto Performance 996,ALM-1,GRUPO-4,2026-02-19,EA-DOC020000996,996,CP,33.686,0.0,8745.68,294606.98,33.686,CC-4,LOT-016
P000997,Producto Performance 997,ALM-2,GRUPO-5,2026-02-20,SA-DOC020000997,997,CP,0.0,58.474,10159.47,-594064.85,-58.474,CC-1,LOT-017
P000998,Producto Performance 998,ALM-3,GRUPO-6,2026-02-21,EA-DOC020000998,998,CP,4.907,0.0,14933.41,73278.24,4.907,CC-2,LOT-018
P000999,Producto Performance 999,ALM-4,GRUPO-7,2026-02-22,EA-DOC020000999,999,CP,31.941,0.0,5808.89,185541.76,31.941,CC-3,LOT-019
P001000,Producto Performance 1000,ALM-5,GRUPO-8,2026-02-23,SA-DOC020001000,1000,CP,0.0,13.998,9651.26,-135098.34,-13.998,CC-4,LOT-020
P001001,Producto Performance 1001,ALM-1,GRUPO-1,2026-02-24,EA-DOC020001001,1001,CP,13.035,0.0,14650.4,190967.96,13.035,CC-1,LOT-001
P001002,Producto Performance 1002,ALM-2,GRUPO-2,2026-02-25,EA-DOC020001002,1002,CP,56.803,0.0,9050.14,514075.1,56.803,CC-2,LOT-002
P001003,Producto Performance 1003,ALM-3,GRUPO-3,2026-02-26,SA-DOC020001003,1003,CP,0.0,6.831,5709.21,-38999.61,-6.831,CC-3,LOT-003
P001004,Producto Performance 1004,ALM-4,GRUPO-4,2026-02-27,EA-DOC020001004,1004,CP,14.768,0.0,1713.26,25301.42,14.768,CC-4,LOT-004
P001005,Producto Performance 1005,ALM-5,GRUPO-5,2026-02-28,EA-DOC020001005,1005,CP,49.04,0.0,3494.9,171389.9,49.04,CC-1,LOT-005
P001006,Producto Performance 1006,ALM-1,GRUPO-6,2026-03-01,SA-DOC020001006,1006,CP,0.0,41.776,13068.09,-545932.53,-41.776,CC-2,LOT-006
P001007,Producto Performance 1007,ALM-2,GRUPO-7,2026-03-02,EA-DOC020001007,1007,CP,7.499,0.0,6421.67,48156.1,7.499,CC-3,LOT-007
P001008,Producto Performance 1008,ALM-3,GRUPO-8,2026-03-03,EA-DOC020001008,1008,CP,39.895,0.0,12161.29,485174.66,39.895,CC-4,LOT-008
P001009,Producto Performance 1009,ALM-4,GRUPO-1,2026-02-04,SA-DOC020001009,1009,CP,0.0,55.687,12573.4,-700174.93,-55.687,CC-1,LOT-009
P001010,Producto Performance 1010,ALM-5,GRUPO-2,2026-02-05,EA-DOC020001010,1010,CP,42.679,0.0,2599.25,110933.39,42.679,CC-2,LOT-010
P001011,Producto Performance 1011,ALM-1,GRUPO-3,2026-02-06,EA-DOC020001011,1011,CP,9.876,0.0,10939.03,108033.86,9.876,CC-3,LOT-011
P001012,Producto Performance 1012,ALM-2,GRUPO-4,2026-02-07,SA-DOC020001012,1012,CP,0.0,32.95,10838.38,-357124.62,-32.95,CC-4,LOT-012
P001013,Producto Performance 1013,ALM-3,GRUPO-5,2026-02-08,EA-DOC020001013,1013,CP,28.455,0.0,13007.4,370125.57,28.455,CC-1,LOT-013
P001014,Producto Performance 1014,ALM-4,GRUPO-6,2026-02-09,EA-DOC020001014,1014,CP,9.0,0.0,2387.68,21489.12,9.0,CC-2,LOT-014
P001015,Producto Performance 1015,ALM-5,GRUPO-7,2026-02-10,SA-DOC020001015,1015,CP,0.0,38.83,2747.44,-106683.1,-38.83,CC-3,LOT-015
P001016,Producto Performance 1016,ALM-1,GRUPO-8,2026-02-11,EA-DOC020001016,1016,CP,32.307,0.0,11808.79,381506.58,32.307,CC-4,LOT-016
P001017,Producto Performance 1017,ALM-2,GRUPO-1,2026-02-12,EA-DOC020001017,1017,CP,16.824,0.0,11743.85,197578.53,16.824,CC-1,LOT-017
P001018,Producto Performance 1018,ALM-3,GRUPO-2,2026-02-13,SA-DOC020001018,1018,CP,0.0,25.466,7742.35,-197166.69,-25.466,CC-2,LOT-018
P001019,Producto Performance 1019,ALM-4,GRUPO-3,2026-02-14,EA-DOC020001019,1019,CP,21.759,0.0,2066.49,44964.76,21.759,CC-3,LOT-019
P001020,Producto Performance 1020,ALM-5,GRUPO-4,2026-02-15,EA-DOC020001020,1020,CP,32.338,0.0,9331.72,301769.16,32.338,CC-4,LOT-020
P001021,Producto Performance 1021,ALM-1,GRUPO-5,2026-02-16,SA-DOC020001021,1021,CP,0.0,17.725,13842.4,-245356.54,-17.725,CC-1,LOT-001
P001022,Producto Performance 1022,ALM-2,GRUPO-6,2026-02-17,EA-DOC020001022,1022,CP,38.449,0.0,12526.62,481636.01,38.449,CC-2,LOT-002
P001023,Producto Performance 1023,ALM-3,GRUPO-7,2026-02-18,EA-DOC020001023,1023,CP,44.656,0.0,9574.59,427562.89,44.656,CC-3,LOT-003
P001024,Producto Performance 1024,ALM-4,GRUPO-8,2026-02-19,SA-DOC020001024,1024,CP,0.0,4.422,9770.66,-43205.86,-4.422,CC-4,LOT-004
P001025,Producto Performance 1025,ALM-5,GRUPO-1,2026-02-20,EA-DOC020001025,1025,CP,16.878,0.0,10646.87,179697.87,16.878,CC-1,LOT-005
P001026,Producto Performance 1026,ALM-1,GRUPO-2,2026-02-21,EA-DOC020001026,1026,CP,59.324,0.0,4963.0,294425.01,59.324,CC-2,LOT-006
P001027,Producto Performance 1027,ALM-2,GRUPO-3,2026-02-22,SA-DOC020001027,1027,CP,0.0,18.551,5120.71,-94994.29,-18.551,CC-3,LOT-007
P001028,Producto Performance 1028,ALM-3,GRUPO-4,2026-02-23,EA-DOC020001028,1028,CP,40.39,0.0,5313.24,214601.76,40.39,CC-4,LOT-008
P001029,Producto Performance 1029,ALM-4,GRUPO-5,2026-02-24,EA-DOC020001029,1029,CP,59.544,0.0,14034.77,835686.34,59.544,CC-1,LOT-009
P001030,Producto Performance 1030,ALM-5,GRUPO-6,2026-02-25,SA-DOC020001030,1030,CP,0.0,18.067,13816.88,-249629.57,-18.067,CC-2,LOT-010
P001031,Producto Performance 1031,ALM-1,GRUPO-7,2026-02-26,EA-DOC020001031,1031,CP,48.168,0.0,7438.31,358288.52,48.168,CC-3,LOT-011
P001032,Producto Performance 1032,ALM-2,GRUPO-8,2026-02-27,EA-DOC020001032,1032,CP,41.833,0.0,7864.17,328981.82,41.833,CC-4,LOT-012
P001033,Producto Performance 1033,ALM-3,GRUPO-1,2026-02-28,SA-DOC020001033,1033,CP,0.0,43.275,12623.67,-546289.32,-43.275,CC-1,LOT-013
P001034,Producto Performance 1034,ALM-4,GRUPO-2,2026-03-01,EA-DOC020001034,1034,CP,43.82,0.0,5997.3,262801.69,43.82,CC-2,LOT-014
P001035,Producto Performance 1035,ALM-5,GRUPO-3,2026-03-02,EA-DOC020001035,1035,CP,58.53,0.0,9158.34,536037.64,58.53,CC-3,LOT-015
P001036,Producto Performance 1036,ALM-1,GRUPO-4,2026-03-03,SA-DOC020001036,1036,CP,0.0,5.571,6646.31,-37026.59,-5.571,CC-4,LOT-016
P001037,Producto Performance 1037,ALM-2,GRUPO-5,2026-02-04,EA-DOC020001037,1037,CP,15.194,0.0,10555.86,160385.74,15.194,CC-1,LOT-017
P001038,Producto Performance 1038,ALM-3,GRUPO-6,2026-02-05,EA-DOC020001038,1038,CP,13.102,0.0,6201.17,81247.73,13.102,CC-2,LOT-018
P001039,Producto Performance 1039,ALM-4,GRUPO-7,2026-02-06,SA-DOC020001039,1039,CP,0.0,20.871,2088.32,-43585.33,-20.871,CC-3,LOT-019
P001040,Producto Performance 1040,ALM-5,GRUPO-8,2026-02-07,EA-DOC020001040,1040,CP,59.257,0.0,9958.49,590110.24,59.257,CC-4,LOT-020
P001041,Producto Performance 1041,ALM-1,GRUPO-1,2026-02-08,EA-DOC020001041,1041,CP,55.15,0.0,12769.31,704227.45,55.15,CC-1,LOT-001
P001042,Producto Performance 1042,ALM-2,GRUPO-2,2026-02-09,SA-DOC020001042,1042,CP,0.0,45.224,2801.71,-126704.53,-45.224,CC-2,LOT-002
P001043,Producto Performance 1043,ALM-3,GRUPO-3,2026-02-10,EA-DOC020001043,1043,CP,55.912,0.0,5189.41,290150.29,55.912,CC-3,LOT-003
P001044,Producto Performance 1044,ALM-4,GRUPO-4,2026-02-11,EA-DOC020001044,1044,CP,26.553,0.0,3873.65,102857.03,26.553,CC-4,LOT-004
P001045,Producto Performance 1045,ALM-5,GRUPO-5,2026-02-12,SA-DOC020001045,1045,CP,0.0,23.983,5324.31,-127692.93,-23.983,CC-1,LOT-005
P001046,Producto Performance 1046,ALM-1,GRUPO-6,2026-02-13,EA-DOC020001046,1046,CP,12.972,0.0,2935.18,38075.15,12.972,CC-2,LOT-006
P001047,Producto Performance 1047,ALM-2,GRUPO-7,2026-02-14,EA-DOC020001047,1047,CP,28.541,0.0,10281.36,293440.3,28.541,CC-3,LOT-007
P001048,Producto Performance 1048,ALM-3,GRUPO-8,2026-02-15,SA-DOC020001048,1048,CP,0.0,45.989,1904.57,-87589.27,-45.989,CC-4,LOT-008
P001049,Producto Performance 1049,ALM-4,GRUPO-1,2026-02-16,EA-DOC020001049,1049,CP,50.353,0.0,5965.42,300376.79,50.353,CC-1,LOT-009
P001050,Producto Performance 1050,ALM-5,GRUPO-2,2026-02-17,EA-DOC020001050,1050,CP,33.412,0.0,8279.64,276639.33,33.412,CC-2,LOT-010
P001051,Producto Performance 1051,ALM-1,GRUPO-3,2026-02-18,SA-DOC020001051,1051,CP,0.0,38.673,4899.09,-189462.51,-38.673,CC-3,LOT-011
P001052,Producto Performance 1052,ALM-2,GRUPO-4,2026-02-19,EA-DOC020001052,1052,CP,5.526,0.0,11838.59,65420.05,5.526,CC-4,LOT-012
P001053,Producto Performance 1053,ALM-3,GRUPO-5,2026-02-20,EA-DOC020001053,1053,CP,15.964,0.0,4807.4,76745.33,15.964,CC-1,LOT-013
P001054,Producto Performance 1054,ALM-4,GRUPO-6,2026-02-21,SA-DOC020001054,1054,CP,0.0,38.705,8090.01,-313123.84,-38.705,CC-2,LOT-014
P001055,Producto Performance 1055,ALM-5,GRUPO-7,2026-02-22,EA-DOC020001055,1055,CP,45.469,0.0,13141.62,597536.32,45.469,CC-3,LOT-015
P001056,Producto Performance 1056,ALM-1,GRUPO-8,2026-02-23,EA-DOC020001056,1056,CP,58.844,0.0,12128.55,713692.4,58.844,CC-4,LOT-016
P001057,Producto Performance 1057,ALM-2,GRUPO-1,2026-02-24,SA-DOC020001057,1057,CP,0.0,34.101,9652.68,-329166.04,-34.101,CC-1,LOT-017
P001058,Producto Performance 1058,ALM-3,GRUPO-2,2026-02-25,EA-DOC020001058,1058,CP,35.739,0.0,3035.88,108499.32,35.739,CC-2,LOT-018
P001059,Producto Performance 1059,ALM-4,GRUPO-3,2026-02-26,EA-DOC020001059,1059,CP,31.652,0.0,3138.0,99323.98,31.652,CC-3,LOT-019
P001060,Producto Performance 1060,ALM-5,GRUPO-4,2026-02-27,SA-DOC020001060,1060,CP,0.0,1.657,7535.11,-12485.68,-1.657,CC-4,LOT-020
P001061,Producto Performance 1061,ALM-1,GRUPO-5,2026-02-28,EA-DOC020001061,1061,CP,30.539,0.0,7376.98,225285.59,30.539,CC-1,LOT-001
P001062,Producto Performance 1062,ALM-2,GRUPO-6,2026-03-01,EA-DOC020001062,1062,CP,22.476,0.0,7866.52,176807.9,22.476,CC-2,LOT-002
P001063,Producto Performance 1063,ALM-3,GRUPO-7,2026-03-02,SA-DOC020001063,1063,CP,0.0,31.419,12228.71,-384213.84,-31.419,CC-3,LOT-003
P001064,Producto Performance 1064,ALM-4,GRUPO-8,2026-03-03,EA-DOC020001064,1064,CP,23.765,0.0,2715.88,64542.89,23.765,CC-4,LOT-004
P001065,Producto Performance 1065,ALM-5,GRUPO-1,2026-02-04,EA-DOC020001065,1065,CP,38.797,0.0,1929.14,74844.84,38.797,CC-1,LOT-005
P001066,Producto Performance 1066,ALM-1,GRUPO-2,2026-02-05,SA-DOC020001066,1066,CP,0.0,53.478,3692.56,-197470.72,-53.478,CC-2,LOT-006
P001067,Producto Performance 1067,ALM-2,GRUPO-3,2026-02-06,EA-DOC020001067,1067,CP,5.255,0.0,8493.56,44633.66,5.255,CC-3,LOT-007
P001068,Producto Performance 1068,ALM-3,GRUPO-4,2026-02-07,EA-DOC020001068,1068,CP,41.724,0.0,1931.85,80604.51,41.724,CC-4,LOT-008
P001069,Producto Performance 1069,ALM-4,GRUPO-5,2026-02-08,SA-DOC020001069,1069,CP,0.0,22.717,9996.7,-227095.03,-22.717,CC-1,LOT-009
P001070,Producto Performance 1070,ALM-5,GRUPO-6,2026-02-09,EA-DOC020001070,1070,CP,20.1,0.0,13427.2,269886.72,20.1,CC-2,LOT-010
P001071,Producto Performance 1071,ALM-1,GRUPO-7,2026-02-10,EA-DOC020001071,1071,CP,7.89,0.0,14040.07,110776.15,7.89,CC-3,LOT-011
P001072,Producto Performance 1072,ALM-2,GRUPO-8,2026-02-11,SA-DOC020001072,1072,CP,0.0,55.065,7538.63,-415114.66,-55.065,CC-4,LOT-012
P001073,Producto Performance 1073,ALM-3,GRUPO-1,2026-02-12,EA-DOC020001073,1073,CP,12.182,0.0,3018.78,36774.78,12.182,CC-1,LOT-013
P001074,Producto Performance 1074,ALM-4,GRUPO-2,2026-02-13,EA-DOC020001074,1074,CP,16.832,0.0,3103.52,52238.45,16.832,CC-2,LOT-014
P001075,Producto Performance 1075,ALM-5,GRUPO-3,2026-02-14,SA-DOC020001075,1075,CP,0.0,20.702,10128.68,-209683.93,-20.702,CC-3,LOT-015
P001076,Producto Performance 1076,ALM-1,GRUPO-4,2026-02-15,EA-DOC020001076,1076,CP,13.058,0.0,7043.4,91972.72,13.058,CC-4,LOT-016
P001077,Producto Performance 1077,ALM-2,GRUPO-5,2026-02-16,EA-DOC020001077,1077,CP,31.019,0.0,12894.81,399984.11,31.019,CC-1,LOT-017
P001078,Producto Performance 1078,ALM-3,GRUPO-6,2026-02-17,SA-DOC020001078,1078,CP,0.0,0.319,5347.03,-1705.7,-0.319,CC-2,LOT-018
P001079,Producto Performance 1079,ALM-4,GRUPO-7,2026-02-18,EA-DOC020001079,1079,CP,50.202,0.0,9559.85,479923.59,50.202,CC-3,LOT-019
P001080,Producto Performance 1080,ALM-5,GRUPO-8,2026-02-19,EA-DOC020001080,1080,CP,41.791,0.0,1643.72,68692.7,41.791,CC-4,LOT-020
P001081,Producto Performance 1081,ALM-1,GRUPO-1,2026-02-20,SA-DOC020001081,1081,CP,0.0,18.06,7063.05,-127558.68,-18.06,CC-1,LOT-001
P001082,Producto Performance 1082,ALM-2,GRUPO-2,2026-02-21,EA-DOC020001082,1082,CP,40.77,0.0,7974.11,325104.46,40.77,CC-2,LOT-002
P001083,Producto Performance 1083,ALM-3,GRUPO-3,2026-02-22,EA-DOC020001083,1083,CP,3.896,0.0,13833.0,53893.37,3.896,CC-3,LOT-003
P001084,Producto Performance 1084,ALM-4,GRUPO-4,2026-02-23,SA-DOC020001084,1084,CP,0.0,11.624,10736.38,-124799.68,-11.624,CC-4,LOT-004
P001085,Producto Performance 1085,ALM-5,GRUPO-5,2026-02-24,EA-DOC020001085,1085,CP,2.268,0.0,10034.57,22758.4,2.268,CC-1,LOT-005
P001086,Producto Performance 1086,ALM-1,GRUPO-6,2026-02-25,EA-DOC020001086,1086,CP,45.534,0.0,13162.94,599361.31,45.534,CC-2,LOT-006
P001087,Producto Performance 1087,ALM-2,GRUPO-7,2026-02-26,SA-DOC020001087,1087,CP,0.0,2.468,7852.44,-19379.82,-2.468,CC-3,LOT-007
P001088,Producto Performance 1088,ALM-3,GRUPO-8,2026-02-27,EA-DOC020001088,1088,CP,30.891,0.0,5842.33,180475.42,30.891,CC-4,LOT-008
P001089,Producto Performance 1089,ALM-4,GRUPO-1,2026-02-28,EA-DOC020001089,1089,CP,39.344,0.0,2100.22,82631.06,39.344,CC-1,LOT-009
P001090,Producto Performance 1090,ALM-5,GRUPO-2,2026-03-01,SA-DOC020001090,1090,CP,0.0,49.58,7846.6,-389034.43,-49.58,CC-2,LOT-010
P001091,Producto Performance 1091,ALM-1,GRUPO-3,2026-03-02,EA-DOC020001091,1091,CP,14.854,0.0,8732.37,129710.62,14.854,CC-3,LOT-011
P001092,Producto Performance 1092,ALM-2,GRUPO-4,2026-03-03,EA-DOC020001092,1092,CP,51.468,0.0,2128.48,109548.61,51.468,CC-4,LOT-012
P001093,Producto Performance 1093,ALM-3,GRUPO-5,2026-02-04,SA-DOC020001093,1093,CP,0.0,12.284,5403.83,-66380.65,-12.284,CC-1,LOT-013
P001094,Producto Performance 1094,ALM-4,GRUPO-6,2026-02-05,EA-DOC020001094,1094,CP,16.626,0.0,7927.96,131810.26,16.626,CC-2,LOT-014
P001095,Producto Performance 1095,ALM-5,GRUPO-7,2026-02-06,EA-DOC020001095,1095,CP,11.157,0.0,9501.37,106006.79,11.157,CC-3,LOT-015
P001096,Producto Performance 1096,ALM-1,GRUPO-8,2026-02-07,SA-DOC020001096,1096,CP,0.0,9.343,7664.32,-71607.74,-9.343,CC-4,LOT-016
P001097,Producto Performance 1097,ALM-2,GRUPO-1,2026-02-08,EA-DOC020001097,1097,CP,22.664,0.0,2903.88,65813.54,22.664,CC-1,LOT-017
P001098,Producto Performance 1098,ALM-3,GRUPO-2,2026-02-09,EA-DOC020001098,1098,CP,19.421,0.0,14551.01,282595.17,19.421,CC-2,LOT-018
P001099,Producto Performance 1099,ALM-4,GRUPO-3,2026-02-10,SA-DOC020001099,1099,CP,0.0,47.517,1586.06,-75364.81,-47.517,CC-3,LOT-019
P001100,Producto Performance 1100,ALM-5,GRUPO-4,2026-02-11,EA-DOC020001100,1100,CP,56.255,0.0,4343.78,244359.34,56.255,CC-4,LOT-020
P001101,Producto Performance 1101,ALM-1,GRUPO-5,2026-02-12,EA-DOC020001101,1101,CP,35.733,0.0,13066.46,466903.82,35.733,CC-1,LOT-001
P001102,Producto Performance 1102,ALM-2,GRUPO-6,2026-02-13,SA-DOC020001102,1102,CP,0.0,36.618,14963.98,-547951.02,-36.618,CC-2,LOT-002
P001103,Producto Performance 1103,ALM-3,GRUPO-7,2026-02-14,EA-DOC020001103,1103,CP,38.566,0.0,12181.52,469792.5,38.566,CC-3,LOT-003
P001104,Producto Performance 1104,ALM-4,GRUPO-8,2026-02-15,EA-DOC020001104,1104,CP,51.604,0.0,11738.34,605745.3,51.604,CC-4,LOT-004
P001105,Producto Performance 1105,ALM-5,GRUPO-1,2026-02-16,SA-DOC020001105,1105,CP,0.0,59.39,14132.19,-839310.76,-59.39,CC-1,LOT-005
P001106,Producto Performance 1106,ALM-1,GRUPO-2,2026-02-17,EA-DOC020001106,1106,CP,52.306,0.0,7440.15,389164.49,52.306,CC-2,LOT-006
P001107,Producto Performance 1107,ALM-2,GRUPO-3,2026-02-18,EA-DOC020001107,1107,CP,6.479,0.0,7772.26,50356.47,6.479,CC-3,LOT-007
P001108,Producto Performance 1108,ALM-3,GRUPO-4,2026-02-19,SA-DOC020001108,1108,CP,0.0,0.473,2599.63,-1229.62,-0.473,CC-4,LOT-008
P001109,Producto Performance 1109,ALM-4,GRUPO-5,2026-02-20,EA-DOC020001109,1109,CP,45.347,0.0,13960.51,633067.25,45.347,CC-1,LOT-009
P001110,Producto Performance 1110,ALM-5,GRUPO-6,2026-02-21,EA-DOC020001110,1110,CP,38.75,0.0,14389.28,557584.6,38.75,CC-2,LOT-010
P001111,Producto Performance 1111,ALM-1,GRUPO-7,2026-02-22,SA-DOC020001111,1111,CP,0.0,26.349,3600.62,-94872.74,-26.349,CC-3,LOT-011
P001112,Producto Performance 1112,ALM-2,GRUPO-8,2026-02-23,EA-DOC020001112,1112,CP,1.31,0.0,1514.94,1984.57,1.31,CC-4,LOT-012
P001113,Producto Performance 1113,ALM-3,GRUPO-1,2026-02-24,EA-DOC020001113,1113,CP,35.676,0.0,6480.07,231182.98,35.676,CC-1,LOT-013
P001114,Producto Performance 1114,ALM-4,GRUPO-2,2026-02-25,SA-DOC020001114,1114,CP,0.0,32.602,4008.38,-130681.2,-32.602,CC-2,LOT-014
P001115,Producto Performance 1115,ALM-5,GRUPO-3,2026-02-26,EA-DOC020001115,1115,CP,28.966,0.0,8380.3,242743.77,28.966,CC-3,LOT-015
P001116,Producto Performance 1116,ALM-1,GRUPO-4,2026-02-27,EA-DOC020001116,1116,CP,20.673,0.0,11131.46,230120.67,20.673,CC-4,LOT-016
P001117,Producto Performance 1117,ALM-2,GRUPO-5,2026-02-28,SA-DOC020001117,1117,CP,0.0,38.299,4951.4,-189633.67,-38.299,CC-1,LOT-017
P001118,Producto Performance 1118,ALM-3,GRUPO-6,2026-03-01,EA-DOC020001118,1118,CP,41.907,0.0,3340.93,140008.35,41.907,CC-2,LOT-018
P001119,Producto Performance 1119,ALM-4,GRUPO-7,2026-03-02,EA-DOC020001119,1119,CP,19.35,0.0,12041.9,233010.77,19.35,CC-3,LOT-019
P001120,Producto Performance 1120,ALM-5,GRUPO-8,2026-03-03,SA-DOC020001120,1120,CP,0.0,29.29,5701.22,-166988.73,-29.29,CC-4,LOT-020
P001121,Producto Performance 1121,ALM-1,GRUPO-1,2026-02-04,EA-DOC020001121,1121,CP,55.845,0.0,5709.44,318843.68,55.845,CC-1,LOT-001
P001122,Producto Performance 1122,ALM-2,GRUPO-2,2026-02-05,EA-DOC020001122,1122,CP,37.076,0.0,2220.02,82309.46,37.076,CC-2,LOT-002
P001123,Producto Performance 1123,ALM-3,GRUPO-3,2026-02-06,SA-DOC020001123,1123,CP,0.0,45.429,5046.03,-229236.1,-45.429,CC-3,LOT-003
P001124,Producto Performance 1124,ALM-4,GRUPO-4,2026-02-07,EA-DOC020001124,1124,CP,25.849,0.0,4883.75,126240.05,25.849,CC-4,LOT-004
P001125,Producto Performance 1125,ALM-5,GRUPO-5,2026-02-08,EA-DOC020001125,1125,CP,5.645,0.0,2678.97,15122.79,5.645,CC-1,LOT-005
P001126,Producto Performance 1126,ALM-1,GRUPO-6,2026-02-09,SA-DOC020001126,1126,CP,0.0,25.398,10034.53,-254856.99,-25.398,CC-2,LOT-006
P001127,Producto Performance 1127,ALM-2,GRUPO-7,2026-02-10,EA-DOC020001127,1127,CP,55.967,0.0,5313.76,297395.21,55.967,CC-3,LOT-007
P001128,Producto Performance 1128,ALM-3,GRUPO-8,2026-02-11,EA-DOC020001128,1128,CP,14.927,0.0,8718.01,130133.74,14.927,CC-4,LOT-008
